medical,name,pageUrl
Headaches; Lack of Appetite; Depression; Fatigue; Insomnia,Gooberry,https://www.leafly.com/indica/gooberry
Depression; Stress; Pain; Nausea; Eye Pressure,Grand Doggy Purps,https://www.leafly.com/indica/grand-doggy-purps
Headaches; Muscle Spasms; Insomnia; Pain; Stress,Grand Hindu,https://www.leafly.com/indica/grand-hindu
Stress; Pain; Insomnia; Depression; Lack of Appetite,Granddaddy Purple,https://www.leafly.com/indica/granddaddy-purple
Insomnia; Depression; Inflammation; Pain; Stress,Grandpa Larry OG,https://www.leafly.com/indica/grandpa-larry-og
Pain; Stress; Insomnia; Depression; Nausea,Grape Ape,https://www.leafly.com/indica/grape-ape
Insomnia; Pain; Inflammation; Lack of Appetite; Nausea,Grape Inferno,https://www.leafly.com/indica/grape-inferno
Stress; Depression; Pain; Fatigue; Lack of Appetite,Grape Kush,https://www.leafly.com/indica/grape-kush
Stress; Insomnia; Depression; Pain; Headaches,Grape OX,https://www.leafly.com/indica/grape-ox
Pain; Depression; Fatigue; Stress; Insomnia,Grape Skunk,https://www.leafly.com/indica/grape-skunk
Depression; Fatigue; Eye Pressure; Headaches; Lack of Appetite,Grape Valley Kush,https://www.leafly.com/indica/grape-valley-kush
Fatigue; Pain; Stress; Insomnia; Muscle Spasms,Gravity,https://www.leafly.com/indica/gravity
Stress; Depression; Insomnia; Lack of Appetite; Pain,Green Dragon,https://www.leafly.com/indica/green-dragon
Pain; Stress; Insomnia; Lack of Appetite; Depression,Green Kush,https://www.leafly.com/indica/green-kush
Stress; Insomnia; Headaches; Nausea; Depression,Green Poison,https://www.leafly.com/indica/green-poison
,Green Python,https://www.leafly.com/indica/green-python
Stress; Pain; Depression; Headaches; Insomnia,Grimace,https://www.leafly.com/indica/grimace
Stress; Nausea; Pain; Depression; Insomnia,Guido Kush,https://www.leafly.com/indica/guido-kush
Pain; Stress; Headaches; Inflammation; Depression,Gumbi,https://www.leafly.com/indica/gumbi
Pain; Stress; Insomnia; Depression; Lack of Appetite,Gumbo,https://www.leafly.com/indica/gumbo
Inflammation; Pain; Muscle Spasms; Stress; Depression,Haoma,https://www.leafly.com/indica/haoma
Stress; Pain; Insomnia; Nausea; Depression,Hardcore OG,https://www.leafly.com/indica/hardcore-og
Stress; Pain; Insomnia; Headaches; Depression,Hash Plant,https://www.leafly.com/indica/hash-plant
Stress; Depression; Headaches; Nausea; Inflammation,Hashberry,https://www.leafly.com/indica/hashberry
Fatigue; Pain; Stress; Nausea; Depression,Hawaiian Delight,https://www.leafly.com/indica/hawaiian-delight
Stress; Lack of Appetite; Insomnia; Depression; Headaches,Hawaiian Purple Kush,https://www.leafly.com/indica/hawaiian-purple-kush
Pain; Insomnia; Stress; Depression; Nausea,Herijuana,https://www.leafly.com/Indica/herojuana
Stress; Insomnia; Pain; Depression; Nausea,Hindu Kush,https://www.leafly.com/indica/hindu-kush
Insomnia; Stress; Depression; Nausea; Pain,Hindu Skunk,https://www.leafly.com/indica/hindu-skunk
Stress; Depression; Pain; Insomnia; Headaches,Hog's Breath,https://www.leafly.com/indica/hogs-breath
Stress; Pain; Insomnia; Nausea; Depression,Holland's Hope,https://www.leafly.com/indica/hollands-hope
Lack of Appetite; Depression; Fatigue; Inflammation; Insomnia,Honey Boo Boo,https://www.leafly.com/indica/honey-boo-boo
Insomnia; Stress; Depression; Lack of Appetite; Pain,Iced Widow,https://www.leafly.com/indica/iced-widow
Stress; Insomnia; Pain; Depression; Inflammation,Incredible Bulk,https://www.leafly.com/indica/incredible-bulk
Insomnia; Pain; Stress; Nausea; Inflammation,Ingrid,https://www.leafly.com/indica/ingrid
Depression,JT15,https://www.leafly.com/indica/jt15
Depression,JT15,https://www.leafly.com/indica/jt15
Pain; Stress; Muscle Spasms; Insomnia; Nausea,Jedi Kush,https://www.leafly.com/indica/jedi-kush
Pain; Stress; Depression; Insomnia; Lack of Appetite,Jr,https://www.leafly.com/indica/jr
Stress; Insomnia; Pain; Cramps; Lack of Appetite,Jupiter OG,https://www.leafly.com/indica/jupiter-og
Pain; Depression; Stress; Insomnia; Nausea,K-Train,https://www.leafly.com/indica/k-train
Fatigue,KC 36,https://www.leafly.com/indica/kc-36
Depression; Stress; Pain; Fatigue; Headaches,Kahuna,https://www.leafly.com/indica/kahuna
Insomnia,Kali China,https://www.leafly.com/indica/kali-china
Insomnia,Kandahar,https://www.leafly.com/indica/kandahar
Pain; Insomnia; Muscle Spasms; Fatigue; Stress,Katsu Kush,https://www.leafly.com/indica/katsu-kush
Insomnia; Stress; Pain; Depression; Lack of Appetite,King Louis XIII,https://www.leafly.com/Indica/king-louis
Pain; Stress; Headaches; Inflammation; Insomnia,King's Kush,https://www.leafly.com/indica/king-kush
,Kiwiskunk,https://www.leafly.com/indica/kiwiskunk
Depression; Insomnia; Muscle Spasms; Nausea; Pain,Kobain Kush,https://www.leafly.com/indica/kobain-kush
Insomnia; Stress; Pain; Lack of Appetite; Depression,Kosher Kush,https://www.leafly.com/indica/kosher-kush
Dry Eyes,Kraken,https://www.leafly.com/indica/kraken
Stress; Insomnia; Pain; Depression; Muscle Spasms,Kryptonite,https://www.leafly.com/indica/kryptonite
Stress; Fatigue; Inflammation; Insomnia; Pain,Kushadelic,https://www.leafly.com/indica/kushadelic
Stress; Pain; Lack of Appetite; Insomnia; Depression,Kushberry,https://www.leafly.com/indica/kushberry
Stress; Pain; Insomnia; Depression; Fatigue,LA Confidential,https://www.leafly.com/indica/la-confidential
Insomnia; Pain; Stress; Lack of Appetite; Cramps,LA OG,https://www.leafly.com/indica/la-og
Insomnia; Stress; Nausea; Muscle Spasms; Pain,LA Ultra,https://www.leafly.com/indica/la-ultra
Pain; Insomnia; Lack of Appetite; Stress,Lashkar Gah,https://www.leafly.com/indica/lashkar-gah
Stress; Insomnia; Pain; Lack of Appetite; Depression,Lavender,https://www.leafly.com/indica/lavender
Cramps; Depression; Headaches; Insomnia; Lack of Appetite,Lime Purple Mist,https://www.leafly.com/indica/lime-purple-mist
Stress; Insomnia; Nausea; Headaches; Inflammation,Lions Gate,https://www.leafly.com/indica/lions-gate
Stress; Insomnia; Pain; Depression; Muscle Spasms,Liquid Butter,https://www.leafly.com/indica/liquid-butter
Inflammation; Insomnia; Muscle Spasms; Pain; Stress,Liquid Gold Vape Pen Blackberry Kush,https://www.leafly.com/indica/liquid-gold-vape-pen-blackberry-kush
,Locomotion,https://www.leafly.com/indica/locomotion
Depression; Stress; Lack of Appetite; Inflammation; Headaches,Love Potion #9,https://www.leafly.com/indica/love-potion-9
Stress; Insomnia; Pain; Nausea; Fatigue,M-39,https://www.leafly.com/indica/m-39
Stress; Pain; Insomnia; Depression; Nausea,MK Ultra,https://www.leafly.com/indica/mk-ultra
Insomnia; Pain; Nausea; Stress; Depression,Mad Scientist,https://www.leafly.com/indica/mad-scientist
Stress; Insomnia; Muscle Spasms; Pain; Headaches,Madagascar,https://www.leafly.com/indica/madagascar
,Madzilla,https://www.leafly.com/indica/madzilla
Stress; Pain; Depression; Inflammation; Headaches,Mango,https://www.leafly.com/indica/mango
Insomnia; Pain; Stress; Depression; Nausea,Maple Leaf Indica,https://www.leafly.com/indica/maple-leaf-indica
Pain; Insomnia; Stress; Lack of Appetite; Headaches,Mars OG,https://www.leafly.com/indica/mars-og
Insomnia; Stress; Pain; Muscle Spasms; Lack of Appetite,Master Bubba,https://www.leafly.com/indica/master-bubba
Stress; Depression; Pain; Lack of Appetite; Muscle Spasms,Master Jedi,https://www.leafly.com/indica/master-jedi
Stress; Pain; Insomnia; Depression; Nausea,Master Kush,https://www.leafly.com/indica/master-kush
Stress; Insomnia; Pain; Depression; Lack of Appetite,Master OG,https://www.leafly.com/indica/master-og
Pain; Insomnia; Stress; Nausea,Matsu,https://www.leafly.com/indica/matsu
Insomnia; Pain; Stress; Depression; Lack of Appetite,Mazar I Sharif,https://www.leafly.com/Indica/mazar-i-sharif
Pain; Headaches; Stress; Depression; Cramps,Mazar Kush,https://www.leafly.com/indica/mazar-kush
Stress; Depression; Pain; Nausea; Inflammation,Mercury OG,https://www.leafly.com/indica/mercury-og
Cramps; Depression; Insomnia; Pain; Stress,Milky Way,https://www.leafly.com/indica/milky-way
Muscle Spasms; Pain; Insomnia; Nausea; Stress,Misty Kush,https://www.leafly.com/indica/misty-kush
Pain; Insomnia; Muscle Spasms; Lack of Appetite; Stress,Money Maker,https://www.leafly.com/indica/money-maker
Stress; Pain; Insomnia; Depression; Lack of Appetite,Monster Cookies,https://www.leafly.com/indica/monster-cookies
,Mossad,https://www.leafly.com/indica/mossad
Depression; Lack of Appetite; Nausea; Pain; Stress,Mossimo OG,https://www.leafly.com/indica/mossimo-og
Headaches; Insomnia; Nausea; Pain; Stress,Motavation,https://www.leafly.com/indica/motavation
Insomnia; Pain; Stress; Depression; Muscle Spasms,Mother of Berries,https://www.leafly.com/indica/mother-of-berries
Stress; Pain; Insomnia; Depression; Lack of Appetite,Mr. Nice,https://www.leafly.com/indica/mr-nice
,Mt. Cook,https://www.leafly.com/indica/mt-cook
Headaches; Insomnia; Lack of Appetite; Muscle Spasms; Pain,Negra 44,https://www.leafly.com/indica/negra-44
Stress; Depression; Pain; Lack of Appetite; Fatigue,Neptune Kush,https://www.leafly.com/indica/neptune-kush
Insomnia; Stress; Pain; Nausea; Fatigue,Neptune OG,https://www.leafly.com/indica/neptune-og
Depression; Fatigue; Insomnia; Lack of Appetite; Nausea,Nexus OG,https://www.leafly.com/indica/nexus-og
Depression; Headaches; Insomnia; Lack of Appetite; Stress,Nice Cherry,https://www.leafly.com/indica/nice-cherry
Depression; Insomnia,Nicole Kush,https://www.leafly.com/indica/nicole-kush
Headaches; Nausea; Pain; Stress; Inflammation,Night Nurse,https://www.leafly.com/indica/night-nurse
Stress; Insomnia; Depression; Lack of Appetite; Pain,Night Terror OG,https://www.leafly.com/indica/night-terror-og
Fatigue; Headaches; Pain; Stress; Insomnia,Night Train,https://www.leafly.com/indica/night-train
Stress; Pain; Inflammation; Fatigue; Muscle Spasms,Nordle,https://www.leafly.com/Indica/nordle
Insomnia; Pain; Stress; Depression; Fatigue,North American Indica,https://www.leafly.com/indica/north-american
Eye Pressure; Muscle Spasms; Nausea; Stress,North Indian,https://www.leafly.com/indica/north-indian
Stress; Insomnia; Pain; Headaches; Fatigue,Northern Berry,https://www.leafly.com/indica/northernberry
Stress; Pain; Insomnia; Depression; Lack of Appetite,Northern Lights,https://www.leafly.com/indica/northern-lights
Stress; Depression; Pain; Fatigue; Insomnia,Northern Lights #5,https://www.leafly.com/Indica/northern-lights--5
Pain; Stress; Insomnia; Headaches; Depression,Northern Wreck,https://www.leafly.com/indica/northern-wreck
,Nova,https://www.leafly.com/indica/nova
Insomnia; Pain; Stress; Nausea; Depression,Nuggetry OG,https://www.leafly.com/indica/nuggetry-og
Pain; Stress; Insomnia; Muscle Spasms; Nausea,Nuken,https://www.leafly.com/indica/nuken
Anxious; Paranoid,OG Eddy Lepp,https://www.leafly.com/indica/og-eddy-lepp
Pain; Insomnia; Depression; Stress; Lack of Appetite,OG LA Affie,https://www.leafly.com/indica/og-la-affie
Pain; Insomnia; Stress; Depression; Inflammation,OG's Pearl,https://www.leafly.com/indica/ogs-pearl
Pain; Stress; Depression; Insomnia; Inflammation,Obama Kush,https://www.leafly.com/indica/obama-kush
Insomnia; Stress; Pain; Depression; Nausea,Ogre,https://www.leafly.com/indica/ogre
Lack of Appetite; Muscle Spasms; Nausea; Pain; Stress,Ogre Berry,https://www.leafly.com/indica/ogre-berry
Stress; Headaches; Insomnia; Nausea; Depression,Opal OG Kush,https://www.leafly.com/indica/opal-og-kush
Stress; Pain; Headaches; Insomnia; Lack of Appetite,Orange Kush,https://www.leafly.com/indica/orange-kush
Stress; Pain; Lack of Appetite; Depression; Nausea,Oregon Diesel,https://www.leafly.com/indica/oregon-diesel
Depression; Headaches; Insomnia; Lack of Appetite; Pain,Ortega,https://www.leafly.com/indica/ortega
Pain; Insomnia; Stress; Headaches; Lack of Appetite,P-51,https://www.leafly.com/indica/p-51
Muscle Spasms; Pain; Stress,PVC OG,https://www.leafly.com/indica/pvc-og
Stress; Nausea; Insomnia; Muscle Spasms; Pain,Pakistani Chitral Kush,https://www.leafly.com/indica/pakistani-chitral-kush
Pain; Insomnia; Stress; Depression; Nausea,Papa's OG,https://www.leafly.com/indica/papas-og
Pain; Stress; Muscle Spasms; Depression; Nausea,Papaya,https://www.leafly.com/indica/papaya
Stress; Insomnia; Pain; Depression; Headaches,Paris OG,https://www.leafly.com/indica/paris-og
Cramps; Depression; Eye Pressure; Fatigue; Headaches,Paris XXX,https://www.leafly.com/indica/paris-xxx
Pain; Stress; Depression; Inflammation; Headaches,Pennywise,https://www.leafly.com/indica/pennywise
Cramps; Depression; Stress,Petrolia Headstash,https://www.leafly.com/indica/petrolia-headstash
Stress; Pain; Insomnia; Depression; Lack of Appetite,Pez,https://www.leafly.com/indica/pez
Stress; Pain; Insomnia; Eye Pressure; Depression,Phantom OG,https://www.leafly.com/indica/phantom-og
,Phishhead Kush,https://www.leafly.com/indica/phishhead-kush
Depression; Insomnia; Lack of Appetite; Muscle Spasms; Nausea,Pine Tar Kush,https://www.leafly.com/indica/pine-tar-kush
Pain; Depression; Headaches; Lack of Appetite; Muscle Spasms,Pink Bubba,https://www.leafly.com/indica/pink-bubba
Stress; Pain; Insomnia; Depression; Muscle Spasms,Pitbull,https://www.leafly.com/indica/pitbull
Pain; Stress; Insomnia; Depression; Lack of Appetite,Platinum Bubba Kush,https://www.leafly.com/indica/platinum-bubba-kush
Stress; Pain; Insomnia; Depression; Lack of Appetite,Platinum Kush,https://www.leafly.com/indica/platinum-kush
Stress; Pain; Insomnia; Depression; Headaches,Platinum OG,https://www.leafly.com/indica/platinum-og
Stress; Pain; Depression; Insomnia; Lack of Appetite,Platinum Purple Kush,https://www.leafly.com/indica/platinum-purple-kush
Stress; Pain; Depression; Insomnia; Headaches,Plushberry,https://www.leafly.com/indica/plushberry
Insomnia; Pain; Stress; Depression; Cramps,Pluto Kush,https://www.leafly.com/indica/pluto-kush
Fatigue; Headaches; Nausea; Cramps; Depression,Pokie,https://www.leafly.com/indica/pokie
Insomnia; Headaches; Nausea; Stress; Pain,Popcorn Kush,https://www.leafly.com/indica/popcorn-kush
Stress; Pain; Depression; Insomnia; Muscle Spasms,Pot of Gold,https://www.leafly.com/indica/pot-of-gold
Insomnia; Stress; Muscle Spasms; Pain; Headaches,Power Kush,https://www.leafly.com/indica/power-kush
Pain; Stress; Insomnia; Lack of Appetite; Depression,Pre-98 Bubba Kush,https://www.leafly.com/indica/pre-98-bubba-kush
Insomnia; Stress; Pain; Depression; Headaches,Presidential OG,https://www.leafly.com/indica/presidential-og
Stress; Pain; Depression; Insomnia; Muscle Spasms,Primus,https://www.leafly.com/indica/primus
,Proper BHO Shatter,https://www.leafly.com/Indica/proper-bho-shatter-i
Muscle Spasms; Pain; Inflammation; Stress; Spasticity,Punky Lion,https://www.leafly.com/indica/punky-lion
Stress; Insomnia; Pain; Headaches; Depression,Pure Afghan,https://www.leafly.com/indica/pure-afghan
Insomnia; Pain; Stress; Lack of Appetite; Headaches,Pure Kush,https://www.leafly.com/indica/pure-kush
Stress; Insomnia; Nausea; Depression; Lack of Appetite,Pure OG,https://www.leafly.com/indica/pure-og
Lack of Appetite; Stress; Insomnia; Pain; Depression,Purple Afghani,https://www.leafly.com/indica/purple-afghani
Pain; Stress; Insomnia; Depression; Lack of Appetite,Purple Berry,https://www.leafly.com/indica/purple-berry
,Purple Bud,https://www.leafly.com/indica/purple-bud
Stress; Depression; Insomnia; Pain; Headaches,Purple Buddha,https://www.leafly.com/indica/purple-buddha
Stress; Insomnia; Lack of Appetite; Pain; Depression,Purple Bush,https://www.leafly.com/indica/purple-bush
Insomnia; Stress; Pain; Depression; Headaches,Purple Candy,https://www.leafly.com/indica/purple-candy
Pain; Stress; Insomnia; Depression; Muscle Spasms,Purple Chemdawg,https://www.leafly.com/indica/purple-chemdawg
Fatigue; Pain; Stress,Purple Cotton Candy,https://www.leafly.com/indica/purple-cotton-candy
Stress; Insomnia; Muscle Spasms; Fatigue; Pain,Purple Cream,https://www.leafly.com/indica/purple-cream
Pain; Stress; Insomnia; Depression; Muscle Spasms,Purple Dragon,https://www.leafly.com/indica/purple-dragon
Depression; Stress; Insomnia; Lack of Appetite; Fatigue,Purple Elephant,https://www.leafly.com/indica/purple-elephant
Depression; Stress; Pain; Insomnia; Muscle Spasms,Purple Goo,https://www.leafly.com/indica/purple-goo
Stress; Insomnia; Depression; Lack of Appetite; Pain,Purple Jolly Rancher,https://www.leafly.com/indica/purple-jolly-rancher
Stress; Insomnia; Pain; Depression; Headaches,Purple Kush,https://www.leafly.com/indica/purple-kush
Stress; Lack of Appetite; Depression; Headaches; Insomnia,Purple Martian Kush,https://www.leafly.com/indica/purple-martian-kush
Stress; Depression; Headaches; Pain; Lack of Appetite,Purple Monkey Balls,https://www.leafly.com/indica/purple-monkey-balls
Pain; Insomnia; Stress; Depression; Nausea,Purple Mr. Nice,https://www.leafly.com/indica/purple-mr-nice
Insomnia; Stress; Depression; Pain; Lack of Appetite,Purple Nepal,https://www.leafly.com/indica/purple-nepal
Stress; Insomnia; Pain; Depression; Lack of Appetite,Purple OG Kush,https://www.leafly.com/indica/purple-og-kush
Stress; Insomnia; Fatigue; Pain; Lack of Appetite,Purple Passion,https://www.leafly.com/indica/purple-passion
Insomnia; Pain; Stress; Inflammation; Lack of Appetite,Purple Star,https://www.leafly.com/indica/purple-star
Stress; Pain; Insomnia,Purple Tonic,https://www.leafly.com/indica/purple-tonic
Insomnia; Stress; Pain; Depression; Muscle Spasms,Purple Urkle,https://www.leafly.com/indica/purple-urkle
Stress; Pain; Insomnia; Depression; Muscle Spasms,Purple Wreck,https://www.leafly.com/indica/purple-wreck
Stress; Pain; Depression; Lack of Appetite; Muscle Spasms,Querkle,https://www.leafly.com/indica/querkle
Inflammation; Stress; Insomnia; Depression; Nausea,Quin-N-Tonic,https://www.leafly.com/indica/quin-n-tonic
Stress; Pain; Depression; Insomnia; Lack of Appetite,Qush,https://www.leafly.com/indica/qush
Insomnia; Stress; Pain; Depression; Nausea,Rare Darkness,https://www.leafly.com/indica/rare-darkness
Stress; Pain; Insomnia; Depression; Nausea,Raspberry Kush,https://www.leafly.com/indica/raspberry-kush
Pain; Stress; Depression; Insomnia; Lack of Appetite,Ray Charles,https://www.leafly.com/indica/ray-charles
Stress; Insomnia; Fatigue; Muscle Spasms; Pain,Reclining Buddha,https://www.leafly.com/indica/reclining-buddha
Stress; Pain; Lack of Appetite; Insomnia; Headaches,Recon,https://www.leafly.com/indica/recon
Pain; Insomnia; Lack of Appetite; Inflammation; Stress,Red Dwarf,https://www.leafly.com/indica/red-dwarf
Insomnia; Stress; Depression; Lack of Appetite; Nausea,Red Eye OG,https://www.leafly.com/indica/red-eye-og
Stress; Pain; Insomnia; Muscle Spasms; Depression,Redwood Kush,https://www.leafly.com/indica/redwood-kush
Pain; Stress; Headaches; Muscle Spasms; Insomnia,Remedy,https://www.leafly.com/indica/remedy
Stress; Depression; Nausea; Pain,Rockbud,https://www.leafly.com/indica/rockbud
Stress; Pain; Muscle Spasms; Insomnia; Nausea,Rocklock,https://www.leafly.com/indica/rocklock
Stress; Pain; Lack of Appetite; Insomnia; Depression,Rockstar,https://www.leafly.com/indica/rockstar
Stress; Pain; Insomnia; Inflammation; Lack of Appetite,Rockstar Kush,https://www.leafly.com/indica/rockstar-kush
Stress; Pain; Inflammation; Fatigue; Headaches,Rockstar Master Kush,https://www.leafly.com/indica/rockstar-master-kush
Stress; Eye Pressure; Fatigue; Headaches; Depression,Rocky Mountain Blueberry,https://www.leafly.com/indica/rocky-mountain-blueberry
Stress; Insomnia; Pain; Depression; Headaches,Rollex OG Kush,https://www.leafly.com/indica/rollex-og-kush
Stress; Pain; Insomnia; Depression; Nausea,Romulan,https://www.leafly.com/indica/romulan
Pain; Insomnia; Stress; Depression; Headaches,Russian Assassin,https://www.leafly.com/indica/russian-assassin
Pain; Insomnia; Stress; Depression; Headaches,Russian Assassin,https://www.leafly.com/indica/russian-assassin
Pain; Stress; Insomnia; Depression; Lack of Appetite,SFV OG Kush,https://www.leafly.com/indica/sfv-og-kush
Stress,Salmon River OG,https://www.leafly.com/indica/salmon-river-og
Depression; Nausea; Pain; Stress; Fatigue,Satellite OG,https://www.leafly.com/indica/satellite-og
Pain; Stress; Insomnia; Muscle Spasms; Cramps,Seattle Blue,https://www.leafly.com/indica/seattle-blue
Stress; Depression; Fatigue; Pain; Lack of Appetite,Sensi Skunk,https://www.leafly.com/indica/sensi-skunk
Stress; Pain; Depression; Insomnia; Fatigue,Sensi Star,https://www.leafly.com/indica/sensi-star
Eye Pressure,Sexxpot,https://www.leafly.com/indica/sexxpot
,Shark Attack,https://www.leafly.com/indica/shark-attack
Pain; Stress; Fatigue; Depression; Insomnia,Shark Shock,https://www.leafly.com/indica/shark-shock
Stress; Pain; Depression; Insomnia; Lack of Appetite,Shishkaberry,https://www.leafly.com/indica/shishkaberry
Depression; Stress; Pain; Insomnia; Lack of Appetite,Shiva Skunk,https://www.leafly.com/indica/shiva-skunk
Insomnia; Stress; Depression; Pain; Lack of Appetite,Silverback Gorilla,https://www.leafly.com/indica/silverback-gorilla
Muscle Spasms; Depression; Eye Pressure; Headaches; Inflammation,Sin City Kush,https://www.leafly.com/indica/sin-city-kush
Stress; Pain; Eye Pressure; Depression; Insomnia,Skunk 47,https://www.leafly.com/indica/skunk-47
Depression; Headaches; Fatigue; Inflammation; Stress,Skydog,https://www.leafly.com/indica/skydog
Stress; Pain; Insomnia; Depression; Headaches,Skywalker,https://www.leafly.com/indica/skywalker
Pain; Stress; Depression; Lack of Appetite; Insomnia,Snoop Dogg OG,https://www.leafly.com/indica/snoop-dogg-og
Pain; Insomnia; Stress; Headaches; Inflammation,Snow Monster,https://www.leafly.com/indica/snow-monster
,Snow Ryder,https://www.leafly.com/indica/snow-ryder
Stress; Nausea; Insomnia; Pain; Depression,Somango,https://www.leafly.com/indica/somango
Insomnia; Pain; Seizures; Stress; Fatigue,Sour Bubble,https://www.leafly.com/indica/sour-bubble
Pain; Stress,South Asian Indica,https://www.leafly.com/indica/south-asian
Depression; Stress,South Central LA,https://www.leafly.com/indica/south-central-la
,South Indian Indica,https://www.leafly.com/indica/south-indian-indica
Stress; Depression; Insomnia; Pain; Lack of Appetite,Space Dawg,https://www.leafly.com/indica/space-dawg
Depression; Insomnia; Pain; Lack of Appetite; Muscle Spasms,Special Kush #1,https://www.leafly.com/indica/special-kush-1
Pain; Stress,Star Berry Indica,https://www.leafly.com/indica/star-berry
Stress; Depression; Insomnia; Pain; Lack of Appetite,Star Killer,https://www.leafly.com/indica/star-killer
Dry Eyes,Star Master Kush,https://www.leafly.com/indica/star-master-kush
Insomnia; Pain; Lack of Appetite; Muscle Spasms; Spasticity,StarBud,https://www.leafly.com/indica/starbud
Insomnia; Fatigue; Pain; Depression; Headaches,Stephen Hawking Kush,https://www.leafly.com/indica/stephen-hawking-kush
Pain; Stress; Depression; Lack of Appetite; Headaches,Strawberry Cheesecake,https://www.leafly.com/indica/strawberry-cheesecake
Pain; Stress; Headaches; Insomnia; Depression,Strawberry Fields,https://www.leafly.com/indica/strawberry-fields
Stress; Nausea; Depression; Headaches; Insomnia,Sugar Black Rose,https://www.leafly.com/indica/sugar-black-rose
Stress; Pain; Insomnia; Lack of Appetite; Cramps,Sugar Kush,https://www.leafly.com/indica/sugar-kush
Depression; Stress; Headaches; Insomnia; Pain,Sugar Mama,https://www.leafly.com/indica/sugar-mama
Pain; Stress; Nausea; Depression; Insomnia,Sunshine Daydream,https://www.leafly.com/indica/sunshine-daydream
,Super Chronic,https://www.leafly.com/indica/super-chronic
Insomnia; Lack of Appetite; Stress; Pain; Depression,Super Bud,https://www.leafly.com/indica/super-bud
Depression; Muscle Spasms; Nausea; Pain; Seizures,Super Cheese,https://www.leafly.com/indica/super-cheese
Stress; Pain; Depression; Lack of Appetite; Insomnia,Super Kush,https://www.leafly.com/indica/super-kush
Stress; Pain; Depression; Lack of Appetite; Insomnia,Super Skunk,https://www.leafly.com/indica/super-skunk
Pain; Stress; Depression; Headaches; Nausea,Superman OG,https://www.leafly.com/indica/superman-og
Lack of Appetite; Stress; Depression; Fatigue; Headaches,Sweet Deep Grapefruit,https://www.leafly.com/indica/sweet-deep-grapefruit
Stress; Depression; Pain; Headaches; Insomnia,Sweet Lafayette,https://www.leafly.com/indica/sweet-lafayette
Stress; Pain; Depression; Insomnia; Lack of Appetite,Sweet Tooth,https://www.leafly.com/indica/sweet-tooth
Pain; Stress; Insomnia; Cramps; Fatigue,Sweet and Sour Widow,https://www.leafly.com/indica/sweet-and-sour-widow
Insomnia; Pain; Stress; Depression; Inflammation,Swiss Indica,https://www.leafly.com/indica/swiss
Cramps; Depression; Muscle Spasms; Nausea; Pain,Taliban Poison,https://www.leafly.com/indica/taliban-poison
Stress; Depression; Insomnia; Pain; Lack of Appetite,Tangerine Kush,https://www.leafly.com/indica/tangerine-kush
Pain; Insomnia; Inflammation; Stress; Depression,The Black,https://www.leafly.com/indica/the-black
Depression; Headaches; Pain; Stress; Cramps,The Doctor,https://www.leafly.com/indica/the-doctor
Stress; Insomnia; Pain; Depression; Nausea,The Hog,https://www.leafly.com/indica/hog
Depression; Nausea; Stress; Headaches; Lack of Appetite,The Sister,https://www.leafly.com/indica/the-sister
,Throwback Kush,https://www.leafly.com/indica/throwback-kush
Stress; Depression; Pain; Fatigue; Muscle Spasms,Tiger's Milk,https://www.leafly.com/indica/tigers-milk
Pain; Insomnia; Depression; Stress; Headaches,Tora Bora,https://www.leafly.com/indica/tora-bora
Insomnia; Pain; Nausea; Lack of Appetite; Muscle Spasms,Training Day,https://www.leafly.com/indica/training-day
Nausea; Depression; Insomnia; Lack of Appetite; Stress,Triangle Kush,https://www.leafly.com/indica/triangle-kush
Stress; Pain; Depression; Insomnia; Inflammation,True OG,https://www.leafly.com/indica/true-og
Stress; Inflammation; Insomnia; Pain; Lack of Appetite,Tyson,https://www.leafly.com/indica/tyson
Insomnia; Pain; Depression; Nausea; Lack of Appetite,U2 Kush,https://www.leafly.com/indica/u2-kush
Pain; Stress; Nausea; Lack of Appetite; Insomnia,UW,https://www.leafly.com/indica/uw
Pain; Stress; Depression; Inflammation; Nausea,UltraViolet OG,https://www.leafly.com/indica/ultraviolet-og
Insomnia; Stress; Pain; Depression; Headaches,Vanilla Kush,https://www.leafly.com/indica/vanilla-kush
Insomnia; Pain; Stress; Lack of Appetite; Inflammation,Violator Kush,https://www.leafly.com/indica/violator-kush
Pain; Stress; Depression; Muscle Spasms; Cramps,WSU,https://www.leafly.com/indica/wsu
Stress; Insomnia; Pain; Depression; Lack of Appetite,Watermelon,https://www.leafly.com/indica/watermelon
,West OG,https://www.leafly.com/indica/west-og
Insomnia; Stress,Whitaker Blues,https://www.leafly.com/indica/whitaker-blues
Stress; Depression; Insomnia; Lack of Appetite; Nausea,White Berry,https://www.leafly.com/indica/white-berry
Pain; Stress; Depression; Insomnia; Lack of Appetite,White Dragon,https://www.leafly.com/indica/white-dragon
Depression; Stress; Insomnia; Lack of Appetite,White Fire 43,https://www.leafly.com/indica/white-fire-43
Depression; Pain; Stress,White Kryptonite,https://www.leafly.com/indica/white-kryptonite
Insomnia; Pain; Stress; Lack of Appetite; Depression,White Kush,https://www.leafly.com/indica/white-kush
Pain; Depression; Stress; Fatigue; Insomnia,White OG,https://www.leafly.com/indica/white-og
Stress; Pain; Insomnia; Depression; Lack of Appetite,White Rhino,https://www.leafly.com/indica/white-rhino
